,gbifID,eventDate,country,continent,stateProvince,decimalLatitude,decimalLongitude,species,occurrenceStatus,key,ppt_mean,soil_mean,tmax_mean,tmin_mean,vap_mean,ws_mean
9162,1916459370,2017-04-06 00:00:00,Australia,Australia,New South Wales,-32.914159,151.630539,Litoria Fallax,1,9162,82.26667,74.916664,23.941671,13.778336,1.4623333,3.835
9163,3108929836,2018-10-25 00:00:00,Australia,Australia,New South Wales,-29.505351,152.82382,Litoria Fallax,1,9163,70.3,54.483334,25.965002,13.416668,1.5113333,2.6483335
9164,1916153921,2018-03-23 00:00:00,Australia,Australia,New South Wales,-30.952236,152.858398,Litoria Fallax,1,9164,95.166664,101.61667,24.961668,13.390001,1.5446665,3.4333336
9165,3108933335,2019-09-12 00:00:00,Australia,Australia,New South Wales,-33.4013,151.462,Litoria Fallax,1,9165,98.61667,77.21667,23.591671,13.901668,1.4656669,4.346667
9166,2805911096,2017-08-10 00:00:00,Australia,Australia,New South Wales,-32.399014,151.662136,Litoria Fallax,1,9166,81.95,91.38333,24.381672,11.951669,1.3253332,2.9550002
9167,3108942512,2019-11-03 00:00:00,Australia,Australia,New South Wales,-33.013733,151.246863,Litoria Fallax,1,9167,70.51667,47.35,23.216667,11.291669,1.3003333,2.995
9168,1452191608,2015-12-15 00:00:00,Australia,Australia,New South Wales,-32.832003,151.58485,Litoria Fallax,1,9168,70.75,67.05,24.083336,12.940002,1.4188333,3.3700001
9169,3108892729,2018-11-07 00:00:00,Australia,Australia,New South Wales,-32.9943,151.663,Litoria Fallax,1,9169,84.13333,73.65,23.895,13.938335,1.4729999,4.123334
9170,3108902013,2018-10-14 00:00:00,Australia,Australia,New South Wales,-32.7284,151.854,Litoria Fallax,1,9170,83.55,97.066666,23.985003,13.258334,1.4518331,3.7949998
9171,3108913605,2019-01-28 00:00:00,Australia,Australia,New South Wales,-29.1913,152.785,Litoria Fallax,1,9171,72.95,68.01667,24.641666,12.591668,1.4253331,2.6833334
9172,3108856660,2018-12-01 00:00:00,Australia,Australia,New South Wales,-33.3249,151.364,Litoria Fallax,1,9172,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9173,3108854103,2019-02-02 00:00:00,Australia,Australia,New South Wales,-33.3247,151.365,Litoria Fallax,1,9173,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9174,3108846466,2019-10-02 00:00:00,Australia,Australia,New South Wales,-33.3251,151.365,Litoria Fallax,1,9174,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9175,3108880976,2017-11-11 00:00:00,Australia,Australia,New South Wales,-32.786149,151.654455,Litoria Fallax,1,9175,72.53333,72.01667,24.315002,13.101667,1.4308335,3.34
9176,3108864359,2018-10-08 00:00:00,Australia,Australia,New South Wales,-30.165866,153.160006,Litoria Fallax,1,9176,105.9,108.25,24.430004,14.135003,1.5881667,4.31
9177,3108887372,2019-02-12 00:00:00,Australia,Australia,New South Wales,-33.3247,151.365,Litoria Fallax,1,9177,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9178,3108896046,2019-01-29 00:00:00,Australia,Australia,New South Wales,-33.3245,151.365,Litoria Fallax,1,9178,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9179,3108953580,2019-04-17 00:00:00,Australia,Australia,New South Wales,-33.4014,151.462,Litoria Fallax,1,9179,98.61667,77.21667,23.591671,13.901668,1.4656669,4.346667
9180,3108930827,2018-12-06 00:00:00,Australia,Australia,New South Wales,-33.3247,151.365,Litoria Fallax,1,9180,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9181,1452191607,2015-12-15 00:00:00,Australia,Australia,New South Wales,-32.830653,151.580299,Litoria Fallax,1,9181,66.63333,59.0,24.208334,12.820002,1.4103332,3.3183334
9182,3108927430,2018-06-20 00:00:00,Australia,Australia,New South Wales,-32.9864,151.593,Litoria Fallax,1,9182,80.8,69.2,23.921669,13.633333,1.4708332,4.1516666
9183,3108848597,2017-12-26 00:00:00,Australia,Australia,New South Wales,-28.714567,153.328004,Litoria Fallax,1,9183,98.95,123.96667,25.525002,14.450001,1.6246667,3.0833335
9184,3108916646,2018-10-18 00:00:00,Australia,Australia,New South Wales,-32.549159,151.241154,Litoria Fallax,1,9184,51.4,27.5,25.556667,11.815002,1.3236667,2.5483332
9185,3108860391,2018-12-22 00:00:00,Australia,Australia,New South Wales,-33.3248,151.364,Litoria Fallax,1,9185,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9186,3108904628,2019-01-31 00:00:00,Australia,Australia,New South Wales,-33.3246,151.365,Litoria Fallax,1,9186,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9187,2992525326,2019-09-16 00:00:00,Australia,Australia,New South Wales,-33.245304,151.455963,Litoria Fallax,1,9187,89.86667,68.76667,23.518333,13.32167,1.4428334,3.5633337
9188,1916208376,2016-12-13 00:00:00,Australia,Australia,New South Wales,-32.858228,151.605454,Litoria Fallax,1,9188,73.7,68.48333,23.871668,12.971667,1.4236667,3.5283334
9189,3108862908,2019-09-27 00:00:00,Australia,Australia,New South Wales,-33.3247,151.365,Litoria Fallax,1,9189,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9190,3108864476,2017-11-10 00:00:00,Australia,Australia,New South Wales,-32.35784,151.78064,Litoria Fallax,1,9190,78.25,87.566666,24.773336,12.475001,1.3735,3.0400002
9191,3108940684,2019-01-02 00:00:00,Australia,Australia,New South Wales,-33.397547,151.377767,Litoria Fallax,1,9191,97.183334,74.78333,23.286669,13.123335,1.4283334,3.7
9192,3108890686,2017-11-12 00:00:00,Australia,Australia,New South Wales,-31.9419,152.427,Litoria Fallax,1,9192,81.433334,90.916664,24.953337,13.218334,1.4669999,3.5933332
9193,3108859843,2019-09-26 00:00:00,Australia,Australia,New South Wales,-33.3249,151.365,Litoria Fallax,1,9193,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9194,3108940931,2018-10-21 00:00:00,Australia,Australia,New South Wales,-29.506225,152.824391,Litoria Fallax,1,9194,70.3,54.483334,25.965002,13.416668,1.5113333,2.6483335
9195,3108856699,2017-11-14 00:00:00,Australia,Australia,New South Wales,-33.1653,151.568,Litoria Fallax,1,9195,89.01667,72.5,23.596668,14.013333,1.4788331,4.3733335
9196,3108851610,2019-09-22 00:00:00,Australia,Australia,New South Wales,-33.3247,151.365,Litoria Fallax,1,9196,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9197,3108869763,2017-11-24 00:00:00,Australia,Australia,New South Wales,-32.968734,151.644205,Litoria Fallax,1,9197,84.13333,73.65,23.895,13.938335,1.4729999,4.123334
9198,1916336530,2016-11-21 00:00:00,Australia,Australia,New South Wales,-29.879407,152.019201,Litoria Fallax,1,9198,60.433334,32.7,20.833336,8.018335,1.1108334,3.175
9199,3108864509,2018-10-25 00:00:00,Australia,Australia,New South Wales,-33.4013,151.463,Litoria Fallax,1,9199,98.61667,77.21667,23.591671,13.901668,1.4656669,4.346667
9200,3108908053,2019-08-27 00:00:00,Australia,Australia,New South Wales,-28.324206,153.460666,Litoria Fallax,1,9200,115.61667,134.81667,26.048336,15.083334,1.7101667,3.4950001
9201,3108882665,2018-11-16 00:00:00,Australia,Australia,New South Wales,-33.086823,151.420802,Litoria Fallax,1,9201,81.21667,61.833332,23.75667,13.061667,1.4333332,3.653333
9202,3108865142,2018-11-30 00:00:00,Australia,Australia,New South Wales,-33.0456,151.391,Litoria Fallax,1,9202,76.816666,57.55,23.605001,12.5233345,1.3966668,3.4633334
9203,3108865145,2018-11-14 00:00:00,Australia,Australia,New South Wales,-32.7284,151.854,Litoria Fallax,1,9203,83.55,97.066666,23.985003,13.258334,1.4518331,3.7949998
9204,3108854556,2019-09-03 00:00:00,Australia,Australia,New South Wales,-33.3246,151.365,Litoria Fallax,1,9204,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9205,3108925960,2019-11-06 00:00:00,Australia,Australia,New South Wales,-32.988349,151.661698,Litoria Fallax,1,9205,84.13333,73.65,23.895,13.938335,1.4729999,4.123334
9206,3108866157,2018-10-06 00:00:00,Australia,Australia,New South Wales,-32.741481,151.955164,Litoria Fallax,1,9206,86.55,102.63333,24.01,13.531668,1.4796666,4.325
9207,3108904490,2017-12-31 00:00:00,Australia,Australia,New South Wales,-33.242611,151.397422,Litoria Fallax,1,9207,86.833336,63.883335,23.615004,13.061669,1.4308332,3.4983335
9208,3108940170,2018-12-06 00:00:00,Australia,Australia,New South Wales,-33.3251,151.365,Litoria Fallax,1,9208,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9209,3108907416,2018-03-04 00:00:00,Australia,Australia,New South Wales,-28.272723,153.405233,Litoria Fallax,1,9209,117.666664,136.71666,25.708336,14.695003,1.6804999,3.5849998
9210,3108873966,2019-09-08 00:00:00,Australia,Australia,New South Wales,-32.220679,152.19531,Litoria Fallax,1,9210,78.333336,91.11667,24.095,12.668336,1.3931667,3.4183333
9211,3108888065,2018-11-12 00:00:00,Australia,Australia,New South Wales,-31.9364,152.401,Litoria Fallax,1,9211,80.583336,88.083336,24.921669,13.093334,1.4483331,3.49
9212,3108847171,2019-02-01 00:00:00,Australia,Australia,New South Wales,-33.3246,151.365,Litoria Fallax,1,9212,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9213,3108929337,2019-08-18 00:00:00,Australia,Australia,New South Wales,-32.986,151.593,Litoria Fallax,1,9213,80.8,69.2,23.921669,13.633333,1.4708332,4.1516666
9214,3108915354,2019-09-25 00:00:00,Australia,Australia,New South Wales,-33.3251,151.365,Litoria Fallax,1,9214,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9215,3108880742,2019-09-05 00:00:00,Australia,Australia,New South Wales,-28.7047,153.088,Litoria Fallax,1,9215,91.083336,125.45,25.110003,13.351668,1.5155,2.88
9216,2806097091,2016-11-21 00:00:00,Australia,Australia,New South Wales,-33.31308,151.519303,Litoria Fallax,1,9216,94.55,75.53333,23.448336,14.188334,1.4771665,4.5083327
9217,3108885412,2018-10-16 00:00:00,Australia,Australia,New South Wales,-31.4251,152.844,Litoria Fallax,1,9217,102.48333,109.98333,24.366669,13.798335,1.5596665,4.0550003
9218,3108908840,2018-12-26 00:00:00,Australia,Australia,New South Wales,-28.3417,153.371,Litoria Fallax,1,9218,111.23333,130.38333,25.96,14.573335,1.6581665,3.4316664
9219,3108889833,2017-11-10 00:00:00,Australia,Australia,New South Wales,-32.098297,152.351768,Litoria Fallax,1,9219,78.95,86.15,24.753336,13.263335,1.4689999,3.8616667
9220,3108884420,2017-11-10 00:00:00,Australia,Australia,New South Wales,-30.6498,152.891,Litoria Fallax,1,9220,102.78333,106.88333,25.256672,13.383333,1.5701668,3.8633337
9221,2421088231,2019-02-16 00:00:00,Australia,Australia,New South Wales,-29.555647,153.285265,Litoria Fallax,1,9221,90.5,89.73333,24.788334,14.9383335,1.6581665,4.0666666
9222,3108850431,2018-12-29 00:00:00,Australia,Australia,New South Wales,-31.430557,152.609895,Litoria Fallax,1,9222,94.583336,95.0,24.640001,12.948334,1.4568332,3.1733332
9223,3108870791,2019-09-19 00:00:00,Australia,Australia,New South Wales,-33.3251,151.365,Litoria Fallax,1,9223,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9224,3108943626,2018-11-10 00:00:00,Australia,Australia,New South Wales,-30.1942,153.01,Litoria Fallax,1,9224,104.8,106.816666,24.711668,13.643334,1.5548332,3.8283334
9225,3108930666,2017-12-07 00:00:00,Australia,Australia,New South Wales,-31.003564,152.860274,Litoria Fallax,1,9225,94.01667,99.26667,24.961672,13.380002,1.5403332,3.3833334
9226,3108892681,2019-09-09 00:00:00,Australia,Australia,New South Wales,-33.325,151.365,Litoria Fallax,1,9226,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9227,2806257180,2019-10-30 00:00:00,Australia,Australia,New South Wales,-31.235364,151.348036,Litoria Fallax,1,9227,61.183334,27.483334,21.275002,7.426668,1.0381666,3.2616668
9228,3108954010,2019-01-12 00:00:00,Australia,Australia,New South Wales,-33.383223,151.370396,Litoria Fallax,1,9228,93.65,68.03333,23.593334,13.028335,1.4348334,3.6166666
9229,3108898712,2018-12-08 00:00:00,Australia,Australia,New South Wales,-33.3249,151.365,Litoria Fallax,1,9229,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9230,3108871385,2018-11-10 00:00:00,Australia,Australia,New South Wales,-33.430893,151.381453,Litoria Fallax,1,9230,98.683334,75.51667,23.49,13.346667,1.4451665,3.8116667
9231,3108910960,2017-12-24 00:00:00,Australia,Australia,New South Wales,-33.4021,151.464,Litoria Fallax,1,9231,98.61667,77.21667,23.591671,13.901668,1.4656669,4.346667
9232,1935333710,2018-10-03 00:00:00,Australia,Australia,New South Wales,-32.636114,152.150811,Litoria Fallax,1,9232,92.683334,117.6,24.023335,13.830002,1.4846666,4.1916666
9233,3108928705,2019-09-30 00:00:00,Australia,Australia,New South Wales,-33.3249,151.365,Litoria Fallax,1,9233,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9234,3108882973,2018-02-10 00:00:00,Australia,Australia,New South Wales,-31.9436,152.428,Litoria Fallax,1,9234,81.433334,90.916664,24.953337,13.218334,1.4669999,3.5933332
9235,1916660746,2016-10-24 00:00:00,Australia,Australia,New South Wales,-32.857753,151.615762,Litoria Fallax,1,9235,73.7,68.48333,23.871668,12.971667,1.4236667,3.5283334
9236,1915903965,2017-05-08 00:00:00,Australia,Australia,New South Wales,-28.471553,152.792617,Litoria Fallax,1,9236,83.13333,101.23333,24.658335,12.286668,1.3993334,2.7883332
9237,3108904347,2019-09-22 00:00:00,Australia,Australia,New South Wales,-32.902107,151.486887,Litoria Fallax,1,9237,64.36667,50.916668,24.135002,12.658335,1.4096664,3.5116668
9238,3108862589,2017-11-16 00:00:00,Australia,Australia,New South Wales,-32.9007,151.479,Litoria Fallax,1,9238,64.36667,50.916668,24.135002,12.658335,1.4096664,3.5116668
9239,3108855861,2018-12-12 00:00:00,Australia,Australia,New South Wales,-33.259229,151.474232,Litoria Fallax,1,9239,92.53333,72.4,23.455004,13.666668,1.4653333,4.0933332
9240,1915992542,2016-12-13 00:00:00,Australia,Australia,New South Wales,-32.850206,151.609928,Litoria Fallax,1,9240,73.7,68.48333,23.871668,12.971667,1.4236667,3.5283334
9241,3108905533,2019-10-06 00:00:00,Australia,Australia,New South Wales,-33.020477,151.172052,Litoria Fallax,1,9241,65.416664,41.466667,23.668335,11.375002,1.3133334,2.9233334
9242,3108857827,2019-10-08 00:00:00,Australia,Australia,New South Wales,-30.2919,153.13,Litoria Fallax,1,9242,110.75,111.96667,24.79,14.545001,1.6316665,4.3483334
9243,3108863431,2018-10-18 00:00:00,Australia,Australia,New South Wales,-33.086548,151.420802,Litoria Fallax,1,9243,81.21667,61.833332,23.75667,13.061667,1.4333332,3.653333
9244,3108950342,2019-09-19 00:00:00,Australia,Australia,New South Wales,-33.325,151.365,Litoria Fallax,1,9244,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9245,3108915051,2018-11-21 00:00:00,Australia,Australia,New South Wales,-28.6584,153.24,Litoria Fallax,1,9245,96.75,126.816666,25.59167,13.995001,1.5911669,3.1100001
9246,2824480509,2019-06-03 00:00:00,Australia,Australia,New South Wales,-28.694933,153.598093,Litoria Fallax,1,9246,124.01667,142.18333,24.888334,15.478335,1.7091666,4.076667
9247,3108907893,2019-01-21 00:00:00,Australia,Australia,New South Wales,-30.321512,152.895115,Litoria Fallax,1,9247,131.21666,139.75,22.573334,11.703335,1.4014999,4.085
9248,3108893347,2019-09-20 00:00:00,Australia,Australia,New South Wales,-33.3244,151.365,Litoria Fallax,1,9248,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9249,3108919516,2018-11-16 00:00:00,Australia,Australia,New South Wales,-33.430919,151.381422,Litoria Fallax,1,9249,98.683334,75.51667,23.49,13.346667,1.4451665,3.8116667
9250,3108933105,2018-11-03 00:00:00,Australia,Australia,New South Wales,-33.067963,151.11814,Litoria Fallax,1,9250,65.38333,38.4,23.480005,11.093335,1.2861668,2.8416667
9251,3108947320,2019-01-09 00:00:00,Australia,Australia,New South Wales,-33.3248,151.365,Litoria Fallax,1,9251,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9252,2421367601,2016-06-29 00:00:00,Australia,Australia,New South Wales,-32.729639,152.086897,Litoria Fallax,1,9252,96.0,118.71667,23.830004,13.908336,1.4846667,4.353334
9253,3108921467,2018-10-30 00:00:00,Australia,Australia,New South Wales,-29.618979,152.977273,Litoria Fallax,1,9253,69.8,51.366665,25.89667,14.046667,1.5656666,2.9616666
9254,3108943570,2017-11-16 00:00:00,Australia,Australia,New South Wales,-31.553284,151.740365,Litoria Fallax,1,9254,77.183334,65.433334,21.176666,8.320002,1.1021667,2.9066668
9255,3108847958,2018-11-24 00:00:00,Australia,Australia,New South Wales,-30.10073,153.163241,Litoria Fallax,1,9255,101.1,102.01667,24.536669,14.191668,1.5936667,4.215
9256,3108880669,2019-11-08 00:00:00,Australia,Australia,New South Wales,-33.086792,151.420874,Litoria Fallax,1,9256,81.21667,61.833332,23.75667,13.061667,1.4333332,3.653333
9257,3108896519,2018-11-04 00:00:00,Australia,Australia,New South Wales,-29.505368,152.82377,Litoria Fallax,1,9257,70.3,54.483334,25.965002,13.416668,1.5113333,2.6483335
9258,3108863896,2019-10-02 00:00:00,Australia,Australia,New South Wales,-29.5846,152.779,Litoria Fallax,1,9258,70.88333,53.75,26.120003,13.420002,1.5026667,2.573333
9259,1452191719,2015-12-17 00:00:00,Australia,Australia,New South Wales,-32.838129,151.616431,Litoria Fallax,1,9259,73.7,68.48333,23.871668,12.971667,1.4236667,3.5283334
9260,3108918551,2018-11-11 00:00:00,Australia,Australia,New South Wales,-32.932579,151.128686,Litoria Fallax,1,9260,58.666668,35.583332,24.18,11.345001,1.3128333,2.8166666
9261,3108943040,2019-09-15 00:00:00,Australia,Australia,New South Wales,-32.814323,151.463663,Litoria Fallax,1,9261,57.933334,41.0,24.571669,12.6466675,1.4016666,3.1233335
9262,1452548936,2015-09-18 00:00:00,Australia,Australia,New South Wales,-32.748648,152.003275,Litoria Fallax,1,9262,92.05,114.28333,23.890003,13.721668,1.4831668,4.383333
9263,3108905951,2017-12-01 00:00:00,Australia,Australia,New South Wales,-29.791083,151.14544,Litoria Fallax,1,9263,50.916668,6.383333,24.225,9.048335,1.1075001,2.9716666
9264,3108881463,2018-11-19 00:00:00,Australia,Australia,New South Wales,-28.2721,153.405,Litoria Fallax,1,9264,117.666664,136.71666,25.708336,14.695003,1.6804999,3.5849998
9265,3108888327,2019-10-17 00:00:00,Australia,Australia,New South Wales,-32.742011,151.953685,Litoria Fallax,1,9265,86.55,102.63333,24.01,13.531668,1.4796666,4.325
9266,3108888479,2018-11-18 00:00:00,Australia,Australia,New South Wales,-32.3207,152.484,Litoria Fallax,1,9266,90.13333,107.3,24.133331,13.716668,1.4966667,4.286667
9267,3108880122,2018-12-18 00:00:00,Australia,Australia,New South Wales,-30.571237,151.905197,Litoria Fallax,1,9267,55.933334,16.733334,21.458336,8.155002,1.1005,3.115
9268,3108886539,2019-11-09 00:00:00,Australia,Australia,New South Wales,-33.086992,151.420467,Litoria Fallax,1,9268,81.21667,61.833332,23.75667,13.061667,1.4333332,3.653333
9269,1452192583,2015-12-13 00:00:00,Australia,Australia,New South Wales,-32.858641,151.61576,Litoria Fallax,1,9269,73.7,68.48333,23.871668,12.971667,1.4236667,3.5283334
9270,3108910095,2019-02-04 00:00:00,Australia,Australia,New South Wales,-33.3246,151.365,Litoria Fallax,1,9270,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9271,2806118673,2018-01-22 00:00:00,Australia,Australia,New South Wales,-32.39606,150.89162,Litoria Fallax,1,9271,47.616665,16.483334,25.606667,11.115001,1.2429999,2.516667
9272,3108907039,2018-01-22 00:00:00,Australia,Australia,New South Wales,-28.6558,153.183,Litoria Fallax,1,9272,96.333336,130.28334,25.306671,13.698334,1.558,3.1066668
9273,3108908715,2019-01-13 00:00:00,Australia,Australia,New South Wales,-29.2296,152.016,Litoria Fallax,1,9273,52.9,20.466667,22.315,9.193334,1.1888334,3.1266665
9274,3108863723,2018-10-06 00:00:00,Australia,Australia,New South Wales,-32.741472,151.955162,Litoria Fallax,1,9274,86.55,102.63333,24.01,13.531668,1.4796666,4.325
9275,3108908320,2018-10-09 00:00:00,Australia,Australia,New South Wales,-32.894348,151.703246,Litoria Fallax,1,9275,81.4,78.36667,23.971672,13.781669,1.4648334,3.7616665
9276,3108863785,2019-09-20 00:00:00,Australia,Australia,New South Wales,-33.3249,151.365,Litoria Fallax,1,9276,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9277,3108944559,2019-09-20 00:00:00,Australia,Australia,New South Wales,-31.968,152.508,Litoria Fallax,1,9277,86.63333,107.45,24.67667,13.408337,1.4934999,4.086667
9278,3108862872,2018-03-31 00:00:00,Australia,Australia,New South Wales,-28.565458,152.798191,Litoria Fallax,1,9278,80.55,91.066666,25.366669,12.670001,1.4323334,2.815
9279,3108934940,2019-09-13 00:00:00,Australia,Australia,New South Wales,-32.9863,151.593,Litoria Fallax,1,9279,80.8,69.2,23.921669,13.633333,1.4708332,4.1516666
9280,3108882929,2019-10-06 00:00:00,Australia,Australia,New South Wales,-33.021446,151.170579,Litoria Fallax,1,9280,65.416664,41.466667,23.668335,11.375002,1.3133334,2.9233334
9281,1451842029,2015-01-15 00:00:00,Australia,Australia,New South Wales,-32.850196,151.609896,Litoria Fallax,1,9281,73.7,68.48333,23.871668,12.971667,1.4236667,3.5283334
9282,3108906662,2019-10-31 00:00:00,Australia,Australia,New South Wales,-33.1117,151.559,Litoria Fallax,1,9282,86.0,69.11667,23.820004,13.915,1.4743332,4.351667
9283,3108923496,2019-04-19 00:00:00,Australia,Australia,New South Wales,-33.4014,151.462,Litoria Fallax,1,9283,98.61667,77.21667,23.591671,13.901668,1.4656669,4.346667
9284,1916106642,2017-11-29 00:00:00,Australia,Australia,New South Wales,-32.492758,151.100986,Litoria Fallax,1,9284,48.683334,21.216667,25.84667,11.646669,1.3016666,2.4850001
9285,3108905424,2018-10-09 00:00:00,Australia,Australia,New South Wales,-32.624002,151.291288,Litoria Fallax,1,9285,52.466667,28.366667,25.348335,11.910001,1.333,2.7150002
9286,1935424343,2018-07-05 00:00:00,Australia,Australia,New South Wales,-32.300136,151.21722,Litoria Fallax,1,9286,69.9,57.166668,24.543337,10.880001,1.2409998,2.6833336
9287,1452283414,2015-09-15 00:00:00,Australia,Australia,New South Wales,-32.8383,151.8367,Litoria Fallax,1,9287,86.566666,90.48333,23.73667,13.783335,1.4845,4.4733334
9288,1915740461,2017-11-15 00:00:00,Australia,Australia,New South Wales,-32.855676,151.617136,Litoria Fallax,1,9288,73.7,68.48333,23.871668,12.971667,1.4236667,3.5283334
9289,3108907413,2017-11-13 00:00:00,Australia,Australia,New South Wales,-28.307314,152.464708,Litoria Fallax,1,9289,75.333336,51.9,23.606667,10.860001,1.294,2.9966667
9290,3108935958,2018-12-18 00:00:00,Australia,Australia,New South Wales,-33.325,151.365,Litoria Fallax,1,9290,90.416664,64.933334,23.260004,12.676668,1.4001664,3.5933335
9291,1452510177,2016-01-06 00:00:00,Australia,Australia,New South Wales,-31.092287,153.003193,Litoria Fallax,1,9291,107.066666,110.183334,24.776669,14.418336,1.6103331,4.436667
9292,1806610122,2018-01-05 12:01:00,Australia,Australia,New South Wales,-29.035932,152.841445,Litoria Fallax,1,9292,67.55,56.95,26.073338,13.293335,1.5055001,2.6366665
9293,1936818761,2018-09-06 19:19:00,Australia,Australia,New South Wales,-28.524583,153.196367,Litoria Fallax,1,9293,100.95,142.43333,25.168335,13.573335,1.5551666,3.2549999
9294,2432636617,2018-12-31 08:58:00,Australia,Australia,New South Wales,-32.081748,152.446583,Litoria Fallax,1,9294,83.3,100.48333,24.609999,13.3150015,1.4738333,3.8416667
9295,2872708407,2019-11-16 21:01:00,Australia,Australia,New South Wales,-32.777751,151.549533,Litoria Fallax,1,9295,64.816666,56.666668,24.513336,12.87167,1.4100001,3.26
9296,2521497210,2019-10-04 15:21:00,Australia,Australia,New South Wales,-33.231023,151.415905,Litoria Fallax,1,9296,86.833336,63.883335,23.615004,13.061669,1.4308332,3.4983335
9297,2432651255,2019-04-05 08:20:00,Australia,Australia,New South Wales,-33.187157,151.4187,Litoria Fallax,1,9297,88.26667,67.35,23.446667,13.128336,1.4258332,3.6166666
9298,2563052706,2019-12-11 06:49:00,Australia,Australia,New South Wales,-30.498047,151.625048,Litoria Fallax,1,9298,51.983334,11.7,21.098335,7.486667,1.0465,3.1950002
9299,2979244326,2019-01-22 23:29:50,Australia,Australia,New South Wales,-33.367473,150.720889,Litoria Fallax,1,9299,67.61667,33.366665,23.543337,10.585002,1.2518332,2.7366667
