,gbifID,eventDate,country,continent,stateProvince,decimalLatitude,decimalLongitude,species,occurrenceStatus,key,ppt_mean,srad_mean,tmax_mean,tmin_mean,vap_mean,ws_mean
18,3108855633,2019-09-07 00:00:00,Australia,Australia,New South Wales,-33.7855,150.999,Crinia Signifera,0,18,71.5,194.93333,23.97,12.6066675,1.3684999,3.7983332
19,3108886453,2018-12-09 00:00:00,Australia,Australia,New South Wales,-33.706904,150.361672,Crinia Signifera,0,19,93.333336,196.43333,19.001669,8.096667,1.0468333,3.03
20,3463600766,2018-03-02 00:00:00,Australia,Australia,New South Wales,-33.707736,150.985161,Crinia Signifera,0,20,72.75,196.76666,23.83,12.248335,1.3506666,3.4516668
21,3108908688,2018-10-18 00:00:00,Australia,Australia,New South Wales,-33.4731,150.173,Crinia Signifera,0,21,73.35,197.01666,17.96667,7.0816693,0.9916667,3.368333
22,3108854826,2019-08-22 00:00:00,Australia,Australia,New South Wales,-34.137119,151.11419,Crinia Signifera,0,22,94.28333,195.0,22.810003,13.113336,1.4088333,4.523333
23,3463705879,2019-07-31 00:00:00,Australia,Australia,New South Wales,-33.842987,151.062195,Crinia Signifera,0,23,73.933334,192.83333,23.933336,13.291668,1.412,4.3
24,2421558287,2018-04-02 00:00:00,Australia,Australia,New South Wales,-33.78013,151.117355,Crinia Signifera,0,24,84.05,194.86667,23.581669,13.054999,1.3946667,3.7983332
25,3108890088,2019-04-15 00:00:00,Australia,Australia,New South Wales,-33.9022,150.905,Crinia Signifera,0,25,63.666668,196.3,24.261667,12.446669,1.3579998,3.5683334
26,3108865123,2019-10-22 00:00:00,Australia,Australia,New South Wales,-33.769087,150.481652,Crinia Signifera,0,26,80.73333,196.98334,21.630001,9.113334,1.1523334,2.7483332
27,3108914534,2018-10-23 00:00:00,Australia,Australia,New South Wales,-33.4769,150.17,Crinia Signifera,0,27,73.35,197.01666,17.96667,7.0816693,0.9916667,3.368333
28,3108912517,2018-10-29 00:00:00,Australia,Australia,New South Wales,-33.7683,151.124,Crinia Signifera,0,28,84.05,194.86667,23.581669,13.054999,1.3946667,3.7983332
29,3108918017,2018-08-25 00:00:00,Australia,Australia,New South Wales,-33.714458,151.082952,Crinia Signifera,0,29,90.183334,194.8,23.190002,12.575001,1.3641666,3.6533332
30,3463455722,2018-06-28 00:00:00,Australia,Australia,New South Wales,-33.6655,150.923,Crinia Signifera,0,30,67.55,197.68333,23.936668,11.926668,1.3524998,3.3866668
31,3463724318,2018-12-10 00:00:00,Australia,Australia,New South Wales,-33.701857,150.371143,Crinia Signifera,0,31,93.333336,196.43333,19.001669,8.096667,1.0468333,3.03
32,3108863338,2018-10-07 00:00:00,Australia,Australia,New South Wales,-33.756594,150.629932,Crinia Signifera,0,32,63.4,198.23334,24.548336,11.290002,1.2838333,2.7683337
33,3108952165,2018-10-19 00:00:00,Australia,Australia,New South Wales,-33.931468,150.632847,Crinia Signifera,0,33,60.233334,198.0,24.306665,11.036667,1.2928333,2.938333
34,3108859154,2018-12-02 00:00:00,Australia,Australia,New South Wales,-33.700714,150.584196,Crinia Signifera,0,34,74.03333,197.63333,23.423336,10.371669,1.2291666,2.7050002
35,3463512978,2019-10-24 00:00:00,Australia,Australia,New South Wales,-33.705932,151.148717,Crinia Signifera,0,35,93.066666,195.23334,23.015003,12.510004,1.3808333,3.7116666
36,2805884682,2019-05-15 00:00:00,Australia,Australia,New South Wales,-33.45191,150.28294,Crinia Signifera,0,36,78.2,197.23334,18.285,7.3500004,1.0133333,3.13
37,3463513428,2018-06-25 00:00:00,Australia,Australia,New South Wales,-33.9889,151.026,Crinia Signifera,0,37,73.75,194.5,23.596668,12.946669,1.4041666,4.0950003
38,3108855585,2019-09-19 00:00:00,Australia,Australia,New South Wales,-33.756195,150.623178,Crinia Signifera,0,38,67.96667,198.06667,23.875002,10.618335,1.2551668,2.7316666
39,3108933955,2019-09-20 00:00:00,Australia,Australia,New South Wales,-33.5179,150.874,Crinia Signifera,0,39,62.233334,199.18333,24.491669,11.685002,1.3414999,3.1066666
40,3108909689,2019-09-26 00:00:00,Australia,Australia,New South Wales,-33.769111,150.481688,Crinia Signifera,0,40,80.73333,196.98334,21.630001,9.113334,1.1523334,2.7483332
41,3108914924,2019-09-22 00:00:00,Australia,Australia,New South Wales,-33.5174,150.874,Crinia Signifera,0,41,62.233334,199.18333,24.491669,11.685002,1.3414999,3.1066666
42,3463726402,2018-10-08 00:00:00,Australia,Australia,New South Wales,-33.8109,150.763,Crinia Signifera,0,42,60.5,198.06667,24.391668,11.685001,1.3230001,3.131667
43,1500204696,2015-06-29 00:00:00,Australia,Australia,New South Wales,-34.029946,150.725926,Crinia Signifera,0,43,63.4,197.3,24.226667,11.416669,1.3046666,3.225
44,3108877031,2019-07-09 00:00:00,Australia,Australia,New South Wales,-34.1477,150.827,Crinia Signifera,0,44,80.416664,195.05,22.896667,11.253333,1.2956666,3.5866666
45,3463459232,2018-11-29 00:00:00,Australia,Australia,New South Wales,-34.056391,150.770544,Crinia Signifera,0,45,67.96667,196.58333,24.065002,11.708335,1.3071666,3.3049998
46,3108861086,2019-09-20 00:00:00,Australia,Australia,New South Wales,-33.785484,150.978769,Crinia Signifera,0,46,71.5,194.93333,23.97,12.6066675,1.3684999,3.7983332
47,3463554951,2019-04-13 00:00:00,Australia,Australia,New South Wales,-33.4748,150.172,Crinia Signifera,0,47,73.35,197.01666,17.96667,7.0816693,0.9916667,3.368333
48,2557628752,2018-03-15 11:36:00,Australia,Australia,New South Wales,-33.847066,151.037493,Crinia Signifera,0,48,69.73333,193.31667,24.013334,13.070003,1.3968333,4.1233335
49,3463579536,2019-09-20 00:00:00,Australia,Australia,New South Wales,-33.5537,150.28,Crinia Signifera,0,49,83.3,197.08333,18.510002,7.748335,1.0226666,3.2516665
50,1452226180,2015-06-04 00:00:00,Australia,Australia,New South Wales,-33.41325,150.227513,Crinia Signifera,0,50,76.71667,196.9,17.608335,6.8300014,0.98800004,3.2999997
51,3108868966,2019-09-15 00:00:00,Australia,Australia,New South Wales,-33.786955,151.143859,Crinia Signifera,0,51,90.416664,194.5,23.373333,13.133334,1.4008334,3.7633333
52,3108876800,2019-01-15 00:00:00,Australia,Australia,New South Wales,-34.095501,150.979344,Crinia Signifera,0,52,85.9,194.75,22.636665,12.086668,1.3448334,3.885
53,2805747597,2019-05-14 00:00:00,Australia,Australia,New South Wales,-33.94104,150.84079,Crinia Signifera,0,53,63.1,196.61667,24.253334,12.241668,1.3486667,3.491667
54,3463725587,2018-06-28 00:00:00,Australia,Australia,New South Wales,-33.669692,150.918587,Crinia Signifera,0,54,67.3,197.48334,24.123333,12.246668,1.3503333,3.4116669
55,3463508944,2018-04-16 00:00:00,Australia,Australia,New South Wales,-33.8638,150.813,Crinia Signifera,0,55,63.55,197.33333,24.095005,11.725002,1.3233334,3.3300004
56,2806543509,2018-09-11 00:00:00,Australia,Australia,New South Wales,-33.373648,150.187262,Crinia Signifera,0,56,73.9,196.93333,17.531668,6.5650015,0.9763333,3.3450005
57,1452183019,2015-07-16 00:00:00,Australia,Australia,New South Wales,-33.924979,150.697149,Crinia Signifera,0,57,61.666668,197.63333,24.218334,11.170001,1.2958332,3.0566666
58,2806483968,2016-09-23 00:00:00,Australia,Australia,New South Wales,-33.414196,150.191039,Crinia Signifera,0,58,76.01667,196.6,17.160002,6.461668,0.969,3.4450002
59,3108887712,2019-09-18 00:00:00,Australia,Australia,New South Wales,-33.759992,150.859431,Crinia Signifera,0,59,63.1,196.78334,24.408335,12.168334,1.3393333,3.22
60,3463538423,2018-10-02 00:00:00,Australia,Australia,New South Wales,-33.833824,151.06688,Crinia Signifera,0,60,74.916664,194.35,23.923338,13.185001,1.41,4.0816665
61,3108927639,2019-08-27 00:00:00,Australia,Australia,New South Wales,-33.756195,150.623208,Crinia Signifera,0,61,67.96667,198.06667,23.875002,10.618335,1.2551668,2.7316666
62,2806089720,2019-05-29 00:00:00,Australia,Australia,New South Wales,-33.434583,150.223178,Crinia Signifera,0,62,77.75,196.96666,17.603334,6.9116683,0.9878333,3.3299997
63,3463701765,2018-06-05 00:00:00,Australia,Australia,New South Wales,-34.011473,150.718862,Crinia Signifera,0,63,63.4,197.3,24.226667,11.416669,1.3046666,3.225
64,3108949647,2018-10-09 00:00:00,Australia,Australia,New South Wales,-33.4796,150.171,Crinia Signifera,0,64,73.35,197.01666,17.96667,7.0816693,0.9916667,3.368333
65,3108906059,2019-06-18 00:00:00,Australia,Australia,New South Wales,-33.608365,150.884341,Crinia Signifera,0,65,64.933334,198.23334,24.213337,11.801667,1.3479998,3.28
66,3463670026,2018-10-15 00:00:00,Australia,Australia,New South Wales,-33.699086,150.584332,Crinia Signifera,0,66,74.03333,197.63333,23.423336,10.371669,1.2291666,2.7050002
67,1452229032,2016-01-17 00:00:00,Australia,Australia,New South Wales,-33.430165,150.260458,Crinia Signifera,0,67,78.2,197.23334,18.285,7.3500004,1.0133333,3.13
68,2421289024,2017-06-11 00:00:00,Australia,Australia,New South Wales,-34.201747,150.857948,Crinia Signifera,0,68,91.416664,194.41667,22.203333,11.135003,1.2908332,3.8583333
69,3463655805,2019-11-11 00:00:00,Australia,Australia,New South Wales,-33.685981,150.329793,Crinia Signifera,0,69,96.98333,196.23334,18.200003,7.873335,1.02,3.136667
70,3108885742,2019-03-28 00:00:00,Australia,Australia,New South Wales,-33.256528,150.187936,Crinia Signifera,0,70,59.933334,200.16667,20.40667,7.8833337,1.0649999,3.0183332
71,2421027193,2018-04-02 00:00:00,Australia,Australia,New South Wales,-33.771487,151.10499,Crinia Signifera,0,71,84.05,194.86667,23.581669,13.054999,1.3946667,3.7983332
72,3108898397,2019-07-07 00:00:00,Australia,Australia,New South Wales,-33.604675,151.021092,Crinia Signifera,0,72,79.03333,196.61667,23.305002,11.830001,1.3523333,3.7283335
73,3463719906,2018-10-08 00:00:00,Australia,Australia,New South Wales,-33.5947,150.26,Crinia Signifera,0,73,86.566666,196.71666,18.238337,7.7250013,1.0171667,3.31
74,3463616738,2018-07-27 00:00:00,Australia,Australia,New South Wales,-33.837371,151.07597,Crinia Signifera,0,74,73.933334,192.83333,23.933336,13.291668,1.412,4.3
75,3108898006,2019-08-04 00:00:00,Australia,Australia,New South Wales,-33.700378,150.484243,Crinia Signifera,0,75,85.183334,197.13333,21.455,9.113336,1.140833,2.7466664
76,3108899772,2018-12-15 00:00:00,Australia,Australia,New South Wales,-34.06906,150.448163,Crinia Signifera,0,76,67.46667,197.21666,22.36167,9.405002,1.1735001,2.8983335
77,3108916900,2018-11-24 00:00:00,Australia,Australia,New South Wales,-33.59447,150.25184,Crinia Signifera,0,77,86.566666,196.71666,18.238337,7.7250013,1.0171667,3.31
78,3463567862,2018-04-21 00:00:00,Australia,Australia,New South Wales,-34.071124,150.766272,Crinia Signifera,0,78,67.96667,196.58333,24.065002,11.708335,1.3071666,3.3049998
79,3463650821,2018-06-06 00:00:00,Australia,Australia,New South Wales,-33.686454,150.679205,Crinia Signifera,0,79,59.866665,199.05,24.83,11.555002,1.3079998,2.7966669
80,1452535553,2015-12-08 00:00:00,Australia,Australia,New South Wales,-33.84156,151.072878,Crinia Signifera,0,80,73.933334,192.83333,23.933336,13.291668,1.412,4.3
81,3463577547,2019-06-30 00:00:00,Australia,Australia,New South Wales,-33.7025,150.565,Crinia Signifera,0,81,78.96667,197.43333,22.72167,9.871669,1.1981667,2.728333
82,3108884037,2019-09-02 00:00:00,Australia,Australia,New South Wales,-33.753662,151.102789,Crinia Signifera,0,82,84.05,194.86667,23.581669,13.054999,1.3946667,3.7983332
83,3463664108,2019-04-05 00:00:00,Australia,Australia,New South Wales,-33.5179,150.874,Crinia Signifera,0,83,62.233334,199.18333,24.491669,11.685002,1.3414999,3.1066666
84,3108876832,2019-09-01 00:00:00,Australia,Australia,New South Wales,-33.62784,151.143971,Crinia Signifera,0,84,89.85,195.5,23.074999,12.430002,1.3896667,3.8700001
85,1452731477,2015-08-18 00:00:00,Australia,Australia,New South Wales,-33.644319,151.135392,Crinia Signifera,0,85,89.85,195.5,23.074999,12.430002,1.3896667,3.8700001
86,3463714152,2019-10-14 00:00:00,Australia,Australia,New South Wales,-33.688,151.092,Crinia Signifera,0,86,89.73333,195.06667,22.998333,12.290002,1.3635,3.69
87,1452760118,2016-04-20 00:00:00,Australia,Australia,New South Wales,-34.213301,150.797151,Crinia Signifera,0,87,86.816666,194.63333,22.095001,10.940002,1.2796665,3.9016664
88,3108935043,2019-10-06 00:00:00,Australia,Australia,New South Wales,-33.680079,150.233845,Crinia Signifera,0,88,72.0,198.05,20.021666,8.143334,1.0651667,3.0833333
89,3463600537,2019-11-08 00:00:00,Australia,Australia,New South Wales,-33.7198,151.05,Crinia Signifera,0,89,85.85,195.1,23.324999,12.476667,1.3560001,3.6733336
90,1916363984,2017-12-05 00:00:00,Australia,Australia,New South Wales,-34.192192,150.602066,Crinia Signifera,0,90,68.0,196.06667,23.313334,10.405001,1.2481667,3.0516667
91,3108937570,2019-08-04 00:00:00,Australia,Australia,New South Wales,-33.617198,150.928735,Crinia Signifera,0,91,67.21667,198.25,24.035004,11.886668,1.3565,3.4633336
92,3463678131,2019-06-30 00:00:00,Australia,Australia,New South Wales,-34.120812,151.134994,Crinia Signifera,0,92,91.61667,195.33333,23.013336,13.495001,1.4248334,4.508333
93,2805847622,2016-09-21 00:00:00,Australia,Australia,New South Wales,-33.673326,150.920987,Crinia Signifera,0,93,67.3,197.48334,24.123333,12.246668,1.3503333,3.4116669
94,3108883466,2019-09-05 00:00:00,Australia,Australia,New South Wales,-33.756195,150.623198,Crinia Signifera,0,94,67.96667,198.06667,23.875002,10.618335,1.2551668,2.7316666
95,3463525951,2019-08-01 00:00:00,Australia,Australia,New South Wales,-33.775654,150.866907,Crinia Signifera,0,95,63.1,196.78334,24.408335,12.168334,1.3393333,3.22
96,3108921000,2019-09-19 00:00:00,Australia,Australia,New South Wales,-34.0381,150.77,Crinia Signifera,0,96,66.0,196.91667,24.06667,11.606668,1.3099998,3.3483331
97,2806265527,2016-11-09 00:00:00,Australia,Australia,New South Wales,-33.448264,150.231023,Crinia Signifera,0,97,77.75,196.96666,17.603334,6.9116683,0.9878333,3.3299997
98,3108920123,2018-10-03 00:00:00,Australia,Australia,New South Wales,-33.700364,150.584106,Crinia Signifera,0,98,74.03333,197.63333,23.423336,10.371669,1.2291666,2.7050002
99,3463706352,2018-01-03 00:00:00,Australia,Australia,New South Wales,-33.793578,151.038786,Crinia Signifera,0,99,70.38333,194.25,24.088335,13.050002,1.3983332,4.023333
100,3463569145,2017-12-30 00:00:00,Australia,Australia,New South Wales,-34.239012,150.918201,Crinia Signifera,0,100,107.95,193.33333,21.861671,11.503335,1.3171667,4.2433333
101,3108894975,2018-11-16 00:00:00,Australia,Australia,New South Wales,-33.6336,150.292,Crinia Signifera,0,101,92.63333,196.4,18.376669,7.8933344,1.0263333,3.0966668
102,3463550516,2018-11-18 00:00:00,Australia,Australia,New South Wales,-33.473,150.173,Crinia Signifera,0,102,73.35,197.01666,17.96667,7.0816693,0.9916667,3.368333
103,3108874829,2018-05-09 00:00:00,Australia,Australia,New South Wales,-33.620035,150.930192,Crinia Signifera,0,103,67.21667,198.25,24.035004,11.886668,1.3565,3.4633336
104,3108921341,2018-11-13 00:00:00,Australia,Australia,New South Wales,-33.6338,150.291,Crinia Signifera,0,104,88.35,196.51666,18.225002,7.713334,1.0191667,3.2716668
105,3108951931,2019-11-05 00:00:00,Australia,Australia,New South Wales,-33.915421,150.98195,Crinia Signifera,0,105,66.63333,194.26666,24.008333,12.826666,1.3838334,3.8600001
106,3108931579,2019-08-04 00:00:00,Australia,Australia,New South Wales,-34.04046,151.04573,Crinia Signifera,0,106,82.25,193.73334,23.255007,13.043336,1.4038333,4.121667
107,3108911951,2018-10-03 00:00:00,Australia,Australia,New South Wales,-33.4769,150.173,Crinia Signifera,0,107,73.35,197.01666,17.96667,7.0816693,0.9916667,3.368333
108,2806075432,2016-12-01 00:00:00,Australia,Australia,New South Wales,-33.357613,150.163638,Crinia Signifera,0,108,73.9,196.93333,17.531668,6.5650015,0.9763333,3.3450005
109,3108946491,2019-02-09 00:00:00,Australia,Australia,New South Wales,-34.08551,151.019588,Crinia Signifera,0,109,89.333336,194.26666,22.575003,12.313334,1.3585,3.9916666
110,1452177168,2016-01-28 00:00:00,Australia,Australia,New South Wales,-33.651856,150.606751,Crinia Signifera,0,110,76.316666,197.73334,23.178335,10.226667,1.2196667,2.6999998
111,2421027703,2019-05-23 00:00:00,Australia,Australia,New South Wales,-33.879317,150.71266,Crinia Signifera,0,111,61.8,197.71666,24.248333,11.383335,1.3098334,3.1549997
112,3463581649,2018-11-10 00:00:00,Australia,Australia,New South Wales,-33.8356,151.061,Crinia Signifera,0,112,73.933334,192.83333,23.933336,13.291668,1.412,4.3
113,3463625674,2019-06-28 00:00:00,Australia,Australia,New South Wales,-34.0522,150.528,Crinia Signifera,0,113,69.55,196.11667,22.37667,9.61,1.1834999,2.8850005
114,3463489851,2019-10-30 00:00:00,Australia,Australia,New South Wales,-33.698746,150.365467,Crinia Signifera,0,114,93.333336,196.43333,19.001669,8.096667,1.0468333,3.03
115,3463677683,2018-11-02 00:00:00,Australia,Australia,New South Wales,-33.69114,150.371159,Crinia Signifera,0,115,93.333336,196.43333,19.001669,8.096667,1.0468333,3.03
116,1452760978,2016-04-21 00:00:00,Australia,Australia,New South Wales,-34.238695,150.734545,Crinia Signifera,0,116,76.98333,195.53334,22.923334,10.966669,1.2871667,3.4900002
117,3463667082,2019-08-14 00:00:00,Australia,Australia,New South Wales,-33.50058,150.954526,Crinia Signifera,0,117,67.066666,198.5,24.108334,11.791668,1.3543334,3.4033332
118,3463731492,2018-07-04 00:00:00,Australia,Australia,New South Wales,-33.8066,151.133,Crinia Signifera,0,118,86.8,194.26666,23.650003,13.541668,1.4196666,3.9633331
119,3463653031,2018-10-23 00:00:00,Australia,Australia,New South Wales,-33.477,150.173,Crinia Signifera,0,119,73.35,197.01666,17.96667,7.0816693,0.9916667,3.368333
120,3463659515,2019-09-22 00:00:00,Australia,Australia,New South Wales,-33.7192,151.052,Crinia Signifera,0,120,85.85,195.1,23.324999,12.476667,1.3560001,3.6733336
121,1915674697,2017-12-05 00:00:00,Australia,Australia,New South Wales,-33.840715,151.074228,Crinia Signifera,0,121,73.933334,192.83333,23.933336,13.291668,1.412,4.3
122,2805826762,2019-03-20 00:00:00,Australia,Australia,New South Wales,-33.365771,150.1818,Crinia Signifera,0,122,73.9,196.93333,17.531668,6.5650015,0.9763333,3.3450005
123,3108916846,2018-09-21 00:00:00,Australia,Australia,New South Wales,-33.932666,150.641492,Crinia Signifera,0,123,60.233334,198.0,24.306665,11.036667,1.2928333,2.938333
124,3108913923,2018-06-07 00:00:00,Australia,Australia,New South Wales,-33.518,150.875,Crinia Signifera,0,124,62.233334,199.18333,24.491669,11.685002,1.3414999,3.1066666
125,3108943531,2019-09-23 00:00:00,Australia,Australia,New South Wales,-33.757019,150.628479,Crinia Signifera,0,125,63.4,198.23334,24.548336,11.290002,1.2838333,2.7683337
126,3463723737,2019-08-07 00:00:00,Australia,Australia,New South Wales,-34.051147,151.025699,Crinia Signifera,0,126,83.98333,194.05,22.821669,12.420001,1.3685001,3.985
127,3463728886,2019-03-13 00:00:00,Australia,Australia,New South Wales,-34.2372,150.917,Crinia Signifera,0,127,107.95,193.33333,21.861671,11.503335,1.3171667,4.2433333
128,3463529647,2018-12-22 00:00:00,Australia,Australia,New South Wales,-33.5154,150.871,Crinia Signifera,0,128,62.233334,199.18333,24.491669,11.685002,1.3414999,3.1066666
129,3108936030,2017-11-16 00:00:00,Australia,Australia,New South Wales,-33.704,150.988,Crinia Signifera,0,129,72.75,196.76666,23.83,12.248335,1.3506666,3.4516668
130,3463620541,2019-10-14 00:00:00,Australia,Australia,New South Wales,-33.7298,151.125,Crinia Signifera,0,130,90.183334,194.8,23.190002,12.575001,1.3641666,3.6533332
131,3463457176,2019-09-13 00:00:00,Australia,Australia,New South Wales,-33.7818,151.01,Crinia Signifera,0,131,75.75,195.38333,23.786665,12.696669,1.3758334,3.7816668
132,3463530884,2018-10-21 00:00:00,Australia,Australia,New South Wales,-33.71759,150.375602,Crinia Signifera,0,132,91.1,196.33333,19.626669,8.335001,1.0728333,2.9766667
133,3108850175,2019-10-24 00:00:00,Australia,Australia,New South Wales,-33.705932,151.148717,Crinia Signifera,0,133,93.066666,195.23334,23.015003,12.510004,1.3808333,3.7116666
134,3108952003,2019-10-12 00:00:00,Australia,Australia,New South Wales,-33.704068,151.14845,Crinia Signifera,0,134,93.066666,195.23334,23.015003,12.510004,1.3808333,3.7116666
135,3463595964,2019-09-20 00:00:00,Australia,Australia,New South Wales,-33.5528,150.281,Crinia Signifera,0,135,83.3,197.08333,18.510002,7.748335,1.0226666,3.2516665
136,2806476766,2018-09-12 00:00:00,Australia,Australia,New South Wales,-33.355286,150.181783,Crinia Signifera,0,136,73.9,196.93333,17.531668,6.5650015,0.9763333,3.3450005
137,1452521297,2015-09-06 00:00:00,Australia,Australia,New South Wales,-34.018829,150.90917,Crinia Signifera,0,137,69.55,195.71666,23.61667,12.103333,1.3536665,3.641667
138,3463685287,2018-06-28 00:00:00,Australia,Australia,New South Wales,-33.6694,150.919,Crinia Signifera,0,138,67.3,197.48334,24.123333,12.246668,1.3503333,3.4116669
139,3463486756,2018-10-18 00:00:00,Australia,Australia,New South Wales,-33.706428,151.148149,Crinia Signifera,0,139,93.066666,195.23334,23.015003,12.510004,1.3808333,3.7116666
140,2421094236,2019-01-08 00:00:00,Australia,Australia,New South Wales,-33.840416,151.07044,Crinia Signifera,0,140,73.933334,192.83333,23.933336,13.291668,1.412,4.3
141,3463567171,2018-11-09 00:00:00,Australia,Australia,New South Wales,-34.033497,150.7396,Crinia Signifera,0,141,63.4,197.3,24.226667,11.416669,1.3046666,3.225
142,3463682528,2018-11-29 00:00:00,Australia,Australia,New South Wales,-33.980893,151.079222,Crinia Signifera,0,142,78.26667,193.91667,23.540005,13.223333,1.4128333,4.086667
143,3108907669,2019-10-16 00:00:00,Australia,Australia,New South Wales,-33.756187,150.623267,Crinia Signifera,0,143,67.96667,198.06667,23.875002,10.618335,1.2551668,2.7316666
144,3463688515,2018-06-11 00:00:00,Australia,Australia,New South Wales,-33.929797,150.63419,Crinia Signifera,0,144,60.233334,198.0,24.306665,11.036667,1.2928333,2.938333
145,3463611892,2018-11-17 00:00:00,Australia,Australia,New South Wales,-33.473,150.173,Crinia Signifera,0,145,73.35,197.01666,17.96667,7.0816693,0.9916667,3.368333
146,2806062667,2018-11-12 00:00:00,Australia,Australia,New South Wales,-33.448264,150.231023,Crinia Signifera,0,146,77.75,196.96666,17.603334,6.9116683,0.9878333,3.3299997
147,3463679905,2017-12-14 00:00:00,Australia,Australia,New South Wales,-33.6173,150.308,Crinia Signifera,0,147,90.166664,196.8,18.450003,7.941668,1.0268333,3.1250002
148,3463571855,2017-11-15 00:00:00,Australia,Australia,New South Wales,-34.23926,150.915261,Crinia Signifera,0,148,106.183334,193.45,21.686668,11.116668,1.294,4.1166673
149,3463702174,2017-12-30 00:00:00,Australia,Australia,New South Wales,-34.23891,150.918296,Crinia Signifera,0,149,107.95,193.33333,21.861671,11.503335,1.3171667,4.2433333
150,1452280039,2015-11-19 00:00:00,Australia,Australia,New South Wales,-33.906362,150.832376,Crinia Signifera,0,150,63.183334,197.13333,24.073334,11.728335,1.3280002,3.355
151,3108863560,2018-10-06 00:00:00,Australia,Australia,New South Wales,-33.7389,150.469,Crinia Signifera,0,151,85.46667,196.98334,21.189999,9.005002,1.135,2.815
152,2420960992,2018-12-06 00:00:00,Australia,Australia,New South Wales,-34.168289,150.591888,Crinia Signifera,0,152,68.0,196.06667,23.313334,10.405001,1.2481667,3.0516667
153,3463681743,2018-06-22 00:00:00,Australia,Australia,New South Wales,-33.952,151.136521,Crinia Signifera,0,153,85.48333,192.93333,23.583336,13.790002,1.4249998,4.0850005
154,2421182401,2017-12-07 00:00:00,Australia,Australia,New South Wales,-33.836577,151.061878,Crinia Signifera,0,154,73.933334,192.83333,23.933336,13.291668,1.412,4.3
155,3108894617,2019-09-20 00:00:00,Australia,Australia,New South Wales,-33.800629,150.674746,Crinia Signifera,0,155,61.416668,198.35,24.443333,11.335001,1.2994999,2.9483333
