,id,decimalLongitude,decimalLatitude,key,aet_mean,pet_mean,ppt_mean,srad_mean,tmax_mean,tmin_mean,vap_mean
47,3500,115.888,-31.9357,47,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
48,3501,115.922,-31.9267,48,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
49,3502,115.887,-31.9354,49,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
50,3503,115.887,-31.9352,50,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
51,3504,115.886,-31.9361,51,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
52,3505,115.886,-31.9354,52,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
53,3506,115.923,-31.9271,53,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
54,3507,115.922,-31.927,54,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
55,3508,115.923,-31.9272,55,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
56,3509,115.887,-31.9357,56,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
57,3510,115.922,-31.9269,57,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
58,3511,115.943,-32.0876,58,49.016666,138.68333,57.083332,234.45,24.223333,12.828334,1.3254999
59,3512,115.906,-32.0358,59,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
60,3513,115.906,-32.0356,60,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
61,3514,115.906,-32.0355,61,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
62,3515,115.906,-32.0357,62,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
63,3516,115.828574281294,-32.0991620840804,63,48.483334,140.16667,53.5,234.21666,24.108335,13.341668,1.3641666
64,3517,115.833316978084,-32.0915690089017,64,48.483334,140.16667,53.5,234.21666,24.108335,13.341668,1.3641666
65,3518,115.818849545444,-31.8181415346849,65,46.033333,142.76666,50.716667,235.26666,24.411669,13.273335,1.3610001
66,3519,115.887,-31.9369,66,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
67,3520,115.907,-32.0359,67,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
68,3521,115.827083811272,-32.0906426757873,68,48.483334,140.16667,53.5,234.21666,24.108335,13.341668,1.3641666
69,3522,115.915,-32.0357,69,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
70,3523,115.935,-31.9023,70,46.25,141.1,51.116665,233.98334,24.73667,13.008334,1.3284999
71,3524,115.986,-31.7765,71,44.383335,139.7,51.033333,234.8,24.691668,12.428335,1.3058332
72,3525,115.984,-31.7753,72,44.383335,139.7,51.033333,234.8,24.691668,12.428335,1.3058332
73,3526,116.070894431431,-32.0053930627481,73,53.383335,132.33333,71.35,232.8,23.14167,11.361668,1.1936666
74,3527,115.915076773182,-32.0366961391509,74,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
75,3528,115.9,-32.2723,75,48.633335,136.96666,58.416668,232.75,24.123335,12.741668,1.3344998
76,3529,115.915117100511,-32.0366913881987,76,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
77,3530,115.827,-32.1108,77,48.483334,140.16667,53.5,234.21666,24.108335,13.341668,1.3641666
78,3531,115.942,-32.0829,78,49.05,139.2,55.566666,233.8,24.398336,12.995002,1.3264999
79,3532,115.95844726089,-32.0019297860861,79,48.45,139.18333,53.7,233.13333,24.530003,13.071669,1.3305
80,3533,115.89,-31.9363,80,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
81,3534,115.888,-31.9358,81,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
82,3535,115.887848785003,-31.935524697825,82,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
83,3536,115.887124026833,-31.9352853838669,83,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
84,3537,115.984,-31.7749,84,44.383335,139.7,51.033333,234.8,24.691668,12.428335,1.3058332
85,3538,115.99,-31.7838,85,44.383335,139.7,51.033333,234.8,24.691668,12.428335,1.3058332
86,3539,115.911,-31.8678,86,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
87,3540,115.886,-31.9364,87,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
88,3541,115.907,-31.8714,88,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
89,3542,116.163376579169,-31.9563559117093,89,47.4,130.51666,63.333332,233.58333,23.230003,10.885001,1.1916667
90,3543,115.990168293082,-31.7781240130847,90,44.383335,139.7,51.033333,234.8,24.691668,12.428335,1.3058332
91,3544,115.896,-32.0163,91,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
92,3545,115.791,-31.8487,92,46.2,142.48334,50.45,234.25,24.450003,13.418335,1.3666666
93,3546,115.825,-32.1115,93,48.483334,140.16667,53.5,234.21666,24.108335,13.341668,1.3641666
94,3547,115.827,-32.0909,94,48.483334,140.16667,53.5,234.21666,24.108335,13.341668,1.3641666
95,3548,115.942,-31.9189,95,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
96,3549,115.942,-31.9186,96,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
97,3550,115.989,-31.7862,97,44.383335,139.7,51.033333,234.8,24.691668,12.428335,1.3058332
98,3551,115.881,-31.9428,98,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
99,3552,115.991,-31.7831,99,44.383335,139.7,51.033333,234.8,24.691668,12.428335,1.3058332
100,3553,115.941943209726,-31.9187979866116,100,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
101,3554,115.915067293026,-32.0367236514591,101,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
102,3555,115.923,-31.9276,102,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
103,3556,115.92951294702,-31.9283218390421,103,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
104,3557,115.719487164277,-32.288021366142,104,48.716667,140.75,53.483334,233.61667,24.136667,13.353334,1.3869998
105,3558,115.902,-31.8682,105,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
106,3559,115.9,-31.8689,106,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
107,3560,115.906,-32.0354,107,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
108,3561,115.777,-31.7311,108,45.0,142.53334,49.716667,235.68333,24.423334,13.248336,1.3733332
109,3562,115.877,-32.0195,109,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
110,3563,115.99,-31.7781,110,44.383335,139.7,51.033333,234.8,24.691668,12.428335,1.3058332
111,3564,115.991,-31.7835,111,44.383335,139.7,51.033333,234.8,24.691668,12.428335,1.3058332
112,3565,115.883,-31.94,112,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
113,3566,115.949,-31.8995,113,46.25,141.1,51.116665,233.98334,24.73667,13.008334,1.3284999
114,3567,115.902,-32.2725,114,48.633335,136.96666,58.416668,232.75,24.123335,12.741668,1.3344998
115,3568,115.883259829242,-31.9399755774363,115,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
116,3569,115.984,-31.773,116,44.383335,139.7,51.033333,234.8,24.691668,12.428335,1.3058332
117,3570,115.885126981992,-31.937915976189,117,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
118,3571,115.916718542684,-32.0323340082839,118,48.45,139.18333,53.7,233.13333,24.530003,13.071669,1.3305
119,3572,115.91657772671,-32.0323598664552,119,48.45,139.18333,53.7,233.13333,24.530003,13.071669,1.3305
120,3573,115.793430461114,-31.7631430212166,120,45.933334,141.7,50.983334,235.13333,24.380001,13.108335,1.355
121,3574,115.829085828844,-32.1430887468459,121,48.616665,140.83333,54.566666,234.36667,24.111668,13.2733345,1.3661666
122,3575,115.876446117082,-32.0205764608866,122,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
123,3576,115.99,-31.7831,123,44.383335,139.7,51.033333,234.8,24.691668,12.428335,1.3058332
124,3577,115.790537623796,-31.8801198620646,124,45.8,141.75,49.583332,234.81667,24.193335,13.466666,1.3833334
125,3578,115.904,-31.8692,125,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
126,3579,115.947,-31.8981,126,46.25,141.1,51.116665,233.98334,24.73667,13.008334,1.3284999
127,3580,115.934,-31.9025,127,46.25,141.1,51.116665,233.98334,24.73667,13.008334,1.3284999
128,3581,115.82684887016,-32.0866024227875,128,48.483334,140.16667,53.5,234.21666,24.108335,13.341668,1.3641666
129,3582,115.903,-31.8684,129,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
130,3583,115.88,-32.011,130,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
131,3584,115.861,-31.95,131,47.666668,140.06667,52.216667,232.43333,24.34667,13.366669,1.3528333
132,3585,115.861,-31.9501,132,47.666668,140.06667,52.216667,232.43333,24.34667,13.366669,1.3528333
133,3586,115.941,-32.0958,133,49.016666,138.68333,57.083332,234.45,24.223333,12.828334,1.3254999
134,3587,116.02,-32.1491,134,52.016666,136.11667,64.666664,232.61667,24.07667,12.328335,1.2706668
135,3588,116.127577135448,-32.1096649021209,135,49.483334,127.28333,72.05,232.35,22.57667,10.375001,1.1626667
136,3589,116.126998448853,-32.109542232968,136,49.483334,127.28333,72.05,232.35,22.57667,10.375001,1.1626667
137,3590,115.949,-31.8999,137,46.25,141.1,51.116665,233.98334,24.73667,13.008334,1.3284999
138,3591,115.949,-31.8996,138,46.25,141.1,51.116665,233.98334,24.73667,13.008334,1.3284999
139,3592,115.88,-31.9427,139,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
140,3593,115.831546252701,-32.1378134284468,140,48.616665,140.83333,54.566666,234.36667,24.111668,13.2733345,1.3661666
141,3594,115.826408816609,-32.0755909150765,141,48.433334,139.43333,53.283333,233.05,24.110006,13.38167,1.3618332
142,3595,115.896,-32.0305,142,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
143,3596,115.861015061552,-31.9500249318452,143,47.666668,140.06667,52.216667,232.43333,24.34667,13.366669,1.3528333
144,3597,115.776242371756,-31.7311073513997,144,45.0,142.53334,49.716667,235.68333,24.423334,13.248336,1.3733332
145,3598,115.776778394464,-31.7309637274889,145,45.0,142.53334,49.716667,235.68333,24.423334,13.248336,1.3733332
146,3599,115.882,-32.018,146,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
147,3600,115.906,-32.0351,147,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
148,3601,115.949328806448,-31.9000770570411,148,46.25,141.1,51.116665,233.98334,24.73667,13.008334,1.3284999
149,3602,115.950620234478,-31.9002567205699,149,46.25,141.1,51.116665,233.98334,24.73667,13.008334,1.3284999
150,3603,115.939,-32.0305,150,48.45,139.18333,53.7,233.13333,24.530003,13.071669,1.3305
151,3604,115.99,-31.7832,151,44.383335,139.7,51.033333,234.8,24.691668,12.428335,1.3058332
152,3605,115.99,-31.7717,152,44.383335,139.7,51.033333,234.8,24.691668,12.428335,1.3058332
153,3606,115.912,-31.9319,153,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
154,3607,115.911,-31.9323,154,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
155,3608,115.913,-31.871,155,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
156,3609,115.905,-31.8693,156,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
157,3610,115.818926213366,-31.8182247003875,157,46.033333,142.76666,50.716667,235.26666,24.411669,13.273335,1.3610001
158,3611,115.885,-31.9382,158,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
159,3612,115.88,-31.9426,159,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
160,3613,115.883,-31.9401,160,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
161,3614,116.061,-31.8922,161,48.4,136.6,58.683334,233.96666,24.151669,11.985002,1.2485
162,3615,116.019,-32.1486,162,52.016666,136.11667,64.666664,232.61667,24.07667,12.328335,1.2706668
163,3616,116.019,-32.1484,163,52.016666,136.11667,64.666664,232.61667,24.07667,12.328335,1.2706668
164,3617,115.818836110072,-31.8181439060436,164,46.033333,142.76666,50.716667,235.26666,24.411669,13.273335,1.3610001
165,3618,116.02,-32.1489,165,52.016666,136.11667,64.666664,232.61667,24.07667,12.328335,1.2706668
166,3619,116.02,-32.1494,166,52.016666,136.11667,64.666664,232.61667,24.07667,12.328335,1.2706668
167,3620,115.906,-31.8688,167,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
168,3621,115.888,-31.9355,168,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
169,3622,116.073147653829,-31.5817080247313,169,42.783333,139.2,52.6,233.78334,24.576668,11.811667,1.2113332
170,3623,116.055,-31.9687,170,52.916668,133.03334,69.76667,232.73334,23.201668,11.430002,1.1934998
171,3624,115.907,-31.871,171,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
172,3625,115.901,-31.8683,172,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
173,3626,115.896,-32.0155,173,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
174,3627,115.901,-31.8686,174,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
175,3628,115.883,-31.9399,175,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
176,3629,115.961,-31.9012,176,45.85,141.11667,50.533333,235.08333,24.856668,12.793334,1.3228334
177,3630,115.952,-31.9005,177,46.25,141.1,51.116665,233.98334,24.73667,13.008334,1.3284999
178,3631,115.906,-31.8689,178,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
179,3632,115.905,-31.8692,179,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
180,3633,115.903,-31.8689,180,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
181,3634,115.843,-32.2189,181,48.366665,138.56667,57.05,234.06667,24.023336,12.916669,1.3508334
182,3635,115.917,-32.0319,182,48.45,139.18333,53.7,233.13333,24.530003,13.071669,1.3305
183,3636,115.919,-32.0324,183,48.45,139.18333,53.7,233.13333,24.530003,13.071669,1.3305
184,3637,115.942143034298,-31.9191278145014,184,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
185,3638,116.076,-32.1265,185,52.833332,132.31667,72.63333,232.55,23.220001,11.383336,1.2061667
186,3639,115.899,-31.9396,186,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
187,3640,115.921,-31.9256,187,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
188,3641,115.923,-31.9202,188,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
189,3642,115.923,-31.9137,189,46.25,141.1,51.116665,233.98334,24.73667,13.008334,1.3284999
190,3643,115.917,-31.9104,190,46.25,141.1,51.116665,233.98334,24.73667,13.008334,1.3284999
191,3644,115.907,-31.8715,191,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
192,3645,115.992,-31.7825,192,44.383335,139.7,51.033333,234.8,24.691668,12.428335,1.3058332
193,3646,115.988,-31.7702,193,44.383335,139.7,51.033333,234.8,24.691668,12.428335,1.3058332
194,3647,115.888,-31.9359,194,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
195,3648,116.017,-32.1489,195,52.016666,136.11667,64.666664,232.61667,24.07667,12.328335,1.2706668
196,3649,116.055678605659,-31.9687460390171,196,52.916668,133.03334,69.76667,232.73334,23.201668,11.430002,1.1934998
197,3650,115.855,-32.1254,197,48.516666,139.35,55.9,234.3,24.053335,13.050001,1.3526667
198,3651,116.071469140506,-31.5822648425151,198,42.783333,139.2,52.6,233.78334,24.576668,11.811667,1.2113332
199,3652,115.791,-31.8811,199,46.616665,141.76666,50.583332,232.45,24.473333,13.56,1.3734998
200,3653,116.021614791933,-32.148915301107,200,52.016666,136.11667,64.666664,232.61667,24.07667,12.328335,1.2706668
201,3654,116.022951956946,-32.1493115136699,201,52.016666,136.11667,64.666664,232.61667,24.07667,12.328335,1.2706668
202,3655,116.0228936189,-32.1493264753671,202,52.016666,136.11667,64.666664,232.61667,24.07667,12.328335,1.2706668
203,3656,116.02211024623,-32.1495319577233,203,52.016666,136.11667,64.666664,232.61667,24.07667,12.328335,1.2706668
204,3657,115.928130000938,-32.0231901062951,204,48.45,139.18333,53.7,233.13333,24.530003,13.071669,1.3305
205,3658,115.80017362732,-31.912096571207,205,46.616665,141.76666,50.583332,232.45,24.473333,13.56,1.3734998
206,3659,115.833099586997,-32.1431690454782,206,48.616665,140.83333,54.566666,234.36667,24.111668,13.2733345,1.3661666
207,3660,115.858834711943,-32.0461940300018,207,48.7,139.83333,53.833332,233.68333,24.253334,13.290004,1.3510001
208,3661,115.793909328166,-31.7634085659233,208,45.933334,141.7,50.983334,235.13333,24.380001,13.108335,1.355
209,3662,116.072908603601,-31.5822985507799,209,42.783333,139.2,52.6,233.78334,24.576668,11.811667,1.2113332
210,3663,116.029424294937,-31.9964961754456,210,50.5,138.51666,59.4,234.63333,24.298336,12.425002,1.2725002
211,3664,115.827256310839,-32.090581236437004,211,48.483334,140.16667,53.5,234.21666,24.108335,13.341668,1.3641666
212,3665,115.861,-31.9499,212,47.666668,140.06667,52.216667,232.43333,24.34667,13.366669,1.3528333
213,3666,115.945,-32.0814,213,49.05,139.2,55.566666,233.8,24.398336,12.995002,1.3264999
214,3667,115.911,-31.8679,214,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
215,3668,115.921,-31.9263,215,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
216,3669,115.887,-31.9364,216,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
217,3670,115.951,-31.9004,217,46.25,141.1,51.116665,233.98334,24.73667,13.008334,1.3284999
218,3671,115.921,-31.927,218,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
219,3672,116.142,-31.8892,219,48.1,130.88333,65.21667,232.96666,23.128336,10.750001,1.1696668
220,3673,115.835960414369,-32.0490387641192,220,48.7,139.83333,53.833332,233.68333,24.253334,13.290004,1.3510001
221,3674,115.907,-31.869,221,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
222,3675,115.901,-31.8684,222,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
223,3676,115.901,-31.8685,223,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
224,3677,115.918,-31.9302,224,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
225,3678,116.075,-32.1262,225,52.833332,132.31667,72.63333,232.55,23.220001,11.383336,1.2061667
226,3679,115.831692181635,-32.1324459091128,226,48.616665,140.83333,54.566666,234.36667,24.111668,13.2733345,1.3661666
227,3680,116.163,-31.8315,227,46.65,133.36667,62.1,233.0,23.516666,10.960003,1.1708333
228,3681,115.892,-31.9369,228,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
229,3682,116.039374751953,-32.0614201381206,229,51.166668,138.03334,61.333332,234.05,24.24667,12.480001,1.2786667
230,3683,115.881,-31.9427,230,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
231,3684,115.935,-31.9022,231,46.25,141.1,51.116665,233.98334,24.73667,13.008334,1.3284999
232,3685,116.031,-32.0584,232,51.166668,138.03334,61.333332,234.05,24.24667,12.480001,1.2786667
233,3686,115.884,-31.9401,233,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
234,3687,116.072912942089,-31.5822544410545,234,42.783333,139.2,52.6,233.78334,24.576668,11.811667,1.2113332
235,3688,115.827487616856,-32.0858317286635,235,48.483334,140.16667,53.5,234.21666,24.108335,13.341668,1.3641666
236,3689,115.947455987442,-31.842296524003,236,45.566666,142.05,50.833332,235.31667,24.750002,12.928335,1.3271667
237,3690,115.936,-32.0547,237,49.05,139.2,55.566666,233.8,24.398336,12.995002,1.3264999
238,3691,115.883386312161,-31.9401508849412,238,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
239,3692,115.886510666568,-31.9364856882318,239,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
240,3693,115.896344650645,-31.9389777537733,240,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
241,3694,116.068763248731,-31.7760322150139,241,45.316666,138.3,54.65,234.4,24.485003,11.948336,1.2505
242,3695,116.116531714905,-32.1092523867563,242,51.166668,128.38333,73.53333,232.38333,22.69,10.700002,1.1783333
243,3696,115.905,-32.0361,243,48.15,139.53334,52.966667,234.1,24.38667,13.213336,1.3435
244,3697,115.957780899588,-31.9163733115717,244,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
245,3698,116.073071376525,-31.5816850375861,245,42.783333,139.2,52.6,233.78334,24.576668,11.811667,1.2113332
246,3699,116.058,-31.9921,246,52.916668,133.03334,69.76667,232.73334,23.201668,11.430002,1.1934998
247,3700,115.927,-31.9258,247,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
248,3701,116.02,-32.1488,248,52.016666,136.11667,64.666664,232.61667,24.07667,12.328335,1.2706668
249,3702,116.021,-32.1492,249,52.016666,136.11667,64.666664,232.61667,24.07667,12.328335,1.2706668
250,3703,115.992,-31.7826,250,44.383335,139.7,51.033333,234.8,24.691668,12.428335,1.3058332
251,3704,115.929,-31.9257,251,46.7,140.88333,51.2,234.35,24.696669,13.060001,1.3321666
252,3705,116.102,-32.1231,252,51.166668,128.38333,73.53333,232.38333,22.69,10.700002,1.1783333
253,3706,115.886,-31.9369,253,47.1,140.91667,51.4,234.06667,24.546669,13.283335,1.3445
254,3707,116.042283818104,-32.1238183123539,254,53.216667,132.1,72.86667,232.73334,23.148336,11.345001,1.1984999
255,3708,115.912,-31.8679,255,45.966667,142.03334,50.983334,234.93333,24.601667,13.096668,1.3353333
256,3709,115.928,-32.0193,256,48.45,139.18333,53.7,233.13333,24.530003,13.071669,1.3305
257,3710,116.071439446736,-31.5820728668606,257,42.783333,139.2,52.6,233.78334,24.576668,11.811667,1.2113332
258,3711,115.983880844218,-31.7739069473122,258,44.383335,139.7,51.033333,234.8,24.691668,12.428335,1.3058332
259,3712,116.018,-32.4102,259,53.2,131.58333,79.666664,230.88333,23.126669,11.253335,1.2
260,3713,116.073065151728,-31.5817171107959,260,42.783333,139.2,52.6,233.78334,24.576668,11.811667,1.2113332
261,3714,115.937,-32.0545,261,49.05,139.2,55.566666,233.8,24.398336,12.995002,1.3264999
